name,age,movie,popcorn,snack,drink,times,payment
윤경숙,30,시민덕희,어니언,구매안함,콜라,심야,현금
허선영,20,시민덕희,구매안함,구매안함,제로콜라,일반,삼성페이
김동현,20,외계인,일반,구매안함,에이드,일반,체크카드
이명숙,20,윙카,구매안함,구매안함,물,일반,삼성페이
윤도윤,30,위시,구매안함,구매안함,구매안함,조조,신용카드
배선영,30,외계인,카라멜,구매안함,구매안함,일반,신용카드
류영일,30,윙카,일반,구매안함,구매안함,일반,삼성페이
안준서,50,윙카,구매안함,구매안함,물,일반,삼성페이
김민재,20,너의 이름은,치즈,나초,물,일반,삼성페이
권영식,20,위시,어니언,나초,구매안함,일반,신용카드
이정수,50,도그맨,구매안함,나초,스프라이트,조조,삼성페이
이은서,20,도그맨,일반,핫도그,제로콜라,일반,신용카드
이정수,30,너의 이름은,구매안함,구매안함,콜라,조조,체크카드
김광수,20,윙카,구매안함,나초,콜라,일반,체크카드
김영희,20,윙카,구매안함,구매안함,아메리카노,일반,체크카드
김영진,20,윙카,카라멜,구매안함,에이드,일반,삼성페이
강승민,50,위시,구매안함,구매안함,물,심야,현금
이혜진,40,도그맨,일반,나초,스프라이트,일반,카카오페이
이준서,50,시민덕희,구매안함,구매안함,에이드,일반,신용카드
김은주,40,너의 이름은,구매안함,나초,제로콜라,일반,신용카드
오서현,20,시민덕희,일반,나초,환타,일반,삼성페이
김상호,50,시민덕희,일반,구매안함,제로콜라,일반,삼성페이
박서준,30,외계인,일반,구매안함,제로콜라,일반,삼성페이
이미영,40,너의 이름은,일반,구매안함,콜라,조조,삼성페이
이현지,20,외계인,구매안함,구매안함,에이드,일반,현금
이진우,20,윙카,구매안함,구매안함,환타,일반,신용카드
이현정,20,윙카,구매안함,구매안함,물,일반,신용카드
김민준,20,윙카,구매안함,나초,스프라이트,일반,신용카드
강경희,30,윙카,구매안함,구매안함,제로콜라,일반,삼성페이
강옥순,60,너의 이름은,구매안함,맛밤,물,일반,삼성페이
이도현,50,너의 이름은,구매안함,구매안함,에이드,일반,삼성페이
강명자,30,윙카,일반,나초,구매안함,일반,신용카드
문옥자,40,윙카,일반,핫도그,환타,심야,삼성페이
이도윤,50,위시,구매안함,나초,제로콜라,일반,삼성페이
황지아,20,시민덕희,구매안함,나초,스프라이트,일반,삼성페이
이경수,30,너의 이름은,구매안함,구매안함,제로콜라,조조,신용카드
황지아,20,위시,구매안함,구매안함,콜라,조조,삼성페이
김영진,30,외계인,구매안함,오징어,에이드,일반,삼성페이
김영순,20,시민덕희,어니언,구매안함,아메리카노,조조,체크카드
이수빈,20,윙카,치즈,핫도그,환타,조조,삼성페이
강보람,30,윙카,일반,구매안함,물,일반,삼성페이
이명자,20,윙카,치즈,구매안함,물,일반,현금
이선영,20,시민덕희,어니언,구매안함,에이드,조조,신용카드
이준서,30,시민덕희,일반,나초,환타,일반,신용카드
임승현,20,시민덕희,구매안함,구매안함,물,심야,삼성페이
윤현숙,50,윙카,구매안함,구매안함,콜라,일반,삼성페이
강도현,30,외계인,구매안함,구매안함,구매안함,일반,삼성페이
권지원,20,윙카,구매안함,나초,물,일반,삼성페이
강성훈,20,너의 이름은,일반,구매안함,아메리카노,일반,삼성페이
박영철,20,윙카,구매안함,맛밤,콜라,일반,삼성페이
송수빈,30,시민덕희,구매안함,나초,제로콜라,일반,삼성페이
이영자,20,시민덕희,어니언,나초,스프라이트,조조,삼성페이
한수빈,40,시민덕희,구매안함,맛밤,아메리카노,일반,삼성페이
문미영,40,시민덕희,구매안함,구매안함,아메리카노,일반,신용카드
이민준,60,윙카,일반,오징어,물,일반,삼성페이
김아름,50,너의 이름은,카라멜,구매안함,환타,일반,삼성페이
안성민,20,윙카,구매안함,구매안함,에이드,일반,신용카드
류지원,30,시민덕희,카라멜,핫도그,물,일반,신용카드
김지원,30,윙카,구매안함,구매안함,에이드,일반,신용카드
박준호,20,외계인,구매안함,나초,구매안함,일반,체크카드
윤경숙,30,시민덕희,구매안함,구매안함,콜라,일반,삼성페이
김정웅,20,시민덕희,어니언,구매안함,제로콜라,일반,삼성페이
한지원,20,도그맨,구매안함,구매안함,제로콜라,일반,삼성페이
손선영,50,윙카,구매안함,나초,물,일반,삼성페이
이영길,30,위시,구매안함,구매안함,구매안함,일반,삼성페이
서준호,40,윙카,구매안함,구매안함,제로콜라,심야,삼성페이
전예진,30,윙카,어니언,구매안함,스프라이트,일반,체크카드
이정자,40,도그맨,구매안함,구매안함,콜라,일반,삼성페이
김영환,50,너의 이름은,카라멜,구매안함,물,심야,삼성페이
서상철,40,윙카,구매안함,구매안함,물,일반,체크카드
이지우,40,도그맨,치즈,구매안함,에이드,일반,신용카드
윤경수,30,도그맨,치즈,구매안함,물,일반,체크카드
김지영,20,너의 이름은,일반,구매안함,스프라이트,조조,삼성페이
박광수,20,위시,일반,나초,스프라이트,일반,카카오페이
한도윤,20,윙카,일반,나초,물,조조,삼성페이
허영자,30,시민덕희,구매안함,구매안함,제로콜라,일반,삼성페이
김지민,40,시민덕희,구매안함,오징어,스프라이트,일반,삼성페이
홍서현,20,윙카,구매안함,구매안함,아메리카노,일반,신용카드
황순자,30,시민덕희,치즈,구매안함,물,일반,체크카드
이예지,20,시민덕희,일반,구매안함,환타,조조,삼성페이
김경희,20,너의 이름은,치즈,나초,스프라이트,조조,삼성페이
김서연,20,윙카,치즈,핫도그,제로콜라,심야,삼성페이
김지은,40,윙카,카라멜,구매안함,환타,심야,삼성페이
김현준,20,윙카,구매안함,구매안함,아메리카노,일반,삼성페이
김성진,50,너의 이름은,구매안함,구매안함,콜라,일반,삼성페이
김재현,20,윙카,구매안함,나초,환타,일반,삼성페이
김지영,20,시민덕희,구매안함,구매안함,환타,심야,신용카드
최미정,40,도그맨,일반,나초,콜라,일반,삼성페이
김예진,40,시민덕희,구매안함,구매안함,환타,일반,삼성페이
김재호,30,윙카,일반,나초,환타,심야,삼성페이
성성진,20,시민덕희,구매안함,구매안함,스프라이트,일반,체크카드
배현지,30,윙카,구매안함,구매안함,물,일반,삼성페이
이광수,40,윙카,일반,구매안함,에이드,일반,신용카드
이혜진,20,시민덕희,카라멜,핫도그,아메리카노,일반,체크카드
이지현,40,윙카,구매안함,구매안함,콜라,조조,체크카드
김명숙,50,윙카,치즈,핫도그,콜라,일반,삼성페이
손진우,30,외계인,어니언,핫도그,물,심야,체크카드
이영진,30,윙카,구매안함,나초,아메리카노,일반,현금
박영일,20,시민덕희,구매안함,오징어,환타,심야,체크카드
김민석,50,시민덕희,일반,구매안함,물,일반,삼성페이
박영호,20,윙카,구매안함,나초,아메리카노,일반,삼성페이
이건우,20,시민덕희,구매안함,구매안함,콜라,심야,삼성페이
이영환,20,시민덕희,일반,구매안함,환타,심야,삼성페이
김경숙,50,윙카,일반,구매안함,환타,일반,삼성페이
권정순,40,시민덕희,구매안함,구매안함,환타,일반,삼성페이
김명자,50,위시,구매안함,핫도그,구매안함,일반,신용카드
김성진,30,시민덕희,구매안함,나초,에이드,일반,삼성페이
강민재,60,윙카,카라멜,구매안함,물,일반,삼성페이
최정호,20,시민덕희,구매안함,오징어,에이드,일반,체크카드
박영일,30,시민덕희,일반,구매안함,환타,일반,신용카드
김서준,30,도그맨,구매안함,구매안함,콜라,심야,삼성페이
김정식,50,위시,치즈,구매안함,구매안함,일반,체크카드
김영자,30,시민덕희,어니언,구매안함,아메리카노,일반,신용카드
백현우,20,시민덕희,구매안함,구매안함,제로콜라,일반,체크카드
고정희,20,시민덕희,일반,나초,물,일반,삼성페이
나윤서,60,윙카,일반,핫도그,제로콜라,일반,삼성페이
박채원,50,외계인,구매안함,구매안함,에이드,조조,현금
권정남,20,너의 이름은,일반,구매안함,콜라,일반,삼성페이
송중수,30,시민덕희,카라멜,나초,물,조조,카카오페이
김예지,20,도그맨,구매안함,나초,에이드,심야,카카오페이
심은정,30,윙카,구매안함,구매안함,에이드,조조,삼성페이
남준서,20,시민덕희,구매안함,오징어,제로콜라,일반,삼성페이
김영식,20,윙카,구매안함,구매안함,콜라,일반,삼성페이
송승민,20,위시,구매안함,나초,스프라이트,조조,삼성페이
이서영,50,시민덕희,구매안함,구매안함,콜라,일반,삼성페이
강윤서,20,윙카,구매안함,구매안함,아메리카노,일반,삼성페이
신영식,40,시민덕희,카라멜,구매안함,콜라,일반,신용카드
박명자,40,위시,일반,구매안함,구매안함,일반,삼성페이
박종수,30,시민덕희,구매안함,구매안함,아메리카노,조조,삼성페이
윤성진,20,윙카,구매안함,구매안함,물,일반,신용카드
오시우,30,윙카,치즈,구매안함,제로콜라,심야,신용카드
전시우,20,윙카,구매안함,핫도그,제로콜라,조조,삼성페이
김경자,20,시민덕희,일반,구매안함,환타,일반,체크카드
오서준,30,시민덕희,치즈,핫도그,콜라,일반,삼성페이
이정훈,60,도그맨,구매안함,구매안함,물,일반,신용카드
한영희,20,외계인,치즈,구매안함,스프라이트,일반,삼성페이
서상현,50,위시,일반,맛밤,콜라,일반,신용카드
김광수,20,외계인,일반,나초,제로콜라,심야,체크카드
최재현,20,윙카,구매안함,구매안함,스프라이트,일반,신용카드
김서현,30,시민덕희,일반,구매안함,물,조조,신용카드
김도현,60,외계인,어니언,구매안함,콜라,일반,현금
김명숙,40,윙카,구매안함,구매안함,제로콜라,일반,현금
손예진,30,윙카,어니언,구매안함,제로콜라,일반,삼성페이
김현우,30,윙카,구매안함,구매안함,제로콜라,일반,삼성페이
박광수,30,시민덕희,구매안함,나초,물,일반,삼성페이
홍영길,30,시민덕희,구매안함,오징어,에이드,일반,현금
박영수,20,시민덕희,어니언,나초,에이드,일반,삼성페이
성승현,20,도그맨,구매안함,나초,아메리카노,일반,신용카드
이경자,40,윙카,일반,구매안함,구매안함,일반,신용카드
김지민,30,너의 이름은,구매안함,구매안함,제로콜라,일반,현금
오영일,30,윙카,어니언,오징어,구매안함,일반,신용카드
권지연,40,윙카,구매안함,구매안함,에이드,일반,신용카드
이건우,30,시민덕희,구매안함,구매안함,물,일반,신용카드
이예준,30,윙카,치즈,구매안함,아메리카노,조조,삼성페이
강정남,40,너의 이름은,어니언,핫도그,구매안함,일반,삼성페이
김민서,20,도그맨,구매안함,구매안함,물,일반,삼성페이
김영철,30,시민덕희,일반,나초,콜라,조조,신용카드
이지훈,40,시민덕희,치즈,구매안함,콜라,일반,현금
나성현,40,윙카,구매안함,구매안함,스프라이트,일반,현금
김미정,30,윙카,카라멜,구매안함,환타,일반,신용카드
이성수,20,시민덕희,치즈,구매안함,구매안함,일반,체크카드
강서준,20,윙카,구매안함,구매안함,콜라,조조,체크카드
이재호,50,윙카,구매안함,구매안함,스프라이트,일반,체크카드
김보람,20,윙카,일반,나초,구매안함,조조,체크카드
고민서,30,위시,구매안함,구매안함,물,일반,신용카드
박지영,20,외계인,구매안함,나초,제로콜라,조조,신용카드
김정남,20,도그맨,구매안함,구매안함,환타,조조,삼성페이
이유진,20,외계인,카라멜,핫도그,구매안함,일반,신용카드
김예준,20,외계인,치즈,핫도그,환타,일반,삼성페이
권은주,20,너의 이름은,치즈,구매안함,에이드,일반,체크카드
손선영,60,윙카,구매안함,구매안함,환타,일반,삼성페이
김은경,30,윙카,구매안함,구매안함,콜라,일반,체크카드
이상현,40,시민덕희,카라멜,핫도그,환타,일반,삼성페이
정진우,50,윙카,치즈,구매안함,제로콜라,조조,삼성페이
이도윤,40,윙카,구매안함,나초,아메리카노,일반,삼성페이
김도윤,20,너의 이름은,구매안함,구매안함,물,일반,카카오페이
구채원,20,시민덕희,일반,구매안함,콜라,일반,삼성페이
허서영,30,도그맨,일반,나초,물,일반,삼성페이
김정웅,20,시민덕희,구매안함,구매안함,구매안함,일반,삼성페이
안정숙,50,외계인,일반,구매안함,제로콜라,일반,신용카드
이지연,40,시민덕희,어니언,구매안함,제로콜라,일반,삼성페이
안동현,30,너의 이름은,일반,구매안함,물,일반,삼성페이
김도윤,40,시민덕희,일반,구매안함,제로콜라,일반,삼성페이
이서연,30,시민덕희,구매안함,구매안함,아메리카노,일반,신용카드
이은정,20,너의 이름은,구매안함,구매안함,물,일반,삼성페이
김현우,20,윙카,구매안함,나초,아메리카노,조조,체크카드
김예은,30,너의 이름은,구매안함,구매안함,에이드,심야,신용카드
이성호,20,시민덕희,구매안함,핫도그,물,심야,신용카드
박옥자,30,윙카,일반,나초,물,일반,신용카드
김우진,20,외계인,어니언,핫도그,에이드,심야,현금
이현준,30,윙카,구매안함,맛밤,아메리카노,일반,삼성페이
이동현,50,시민덕희,어니언,맛밤,제로콜라,일반,신용카드
박현지,30,윙카,구매안함,구매안함,콜라,조조,체크카드
이아름,20,윙카,구매안함,구매안함,에이드,일반,삼성페이
김병철,30,시민덕희,구매안함,구매안함,콜라,일반,삼성페이
김영호,20,외계인,치즈,오징어,물,일반,삼성페이
이정희,50,시민덕희,구매안함,나초,환타,일반,삼성페이
최지우,20,시민덕희,구매안함,나초,환타,일반,삼성페이
이혜진,30,너의 이름은,일반,구매안함,스프라이트,일반,삼성페이
이정웅,40,윙카,구매안함,구매안함,물,일반,삼성페이
문민지,50,윙카,어니언,구매안함,에이드,일반,삼성페이
김민지,20,너의 이름은,구매안함,나초,물,일반,삼성페이
김영순,20,도그맨,치즈,구매안함,구매안함,일반,체크카드
김서준,20,너의 이름은,어니언,구매안함,환타,조조,삼성페이
정상철,20,시민덕희,구매안함,구매안함,제로콜라,심야,체크카드
노영일,50,윙카,어니언,구매안함,환타,일반,삼성페이
김우진,30,너의 이름은,구매안함,구매안함,스프라이트,일반,체크카드
허성민,30,윙카,구매안함,구매안함,제로콜라,조조,삼성페이
문춘자,40,위시,구매안함,나초,스프라이트,일반,삼성페이
김상훈,20,윙카,일반,구매안함,환타,조조,삼성페이
김영호,30,윙카,카라멜,핫도그,환타,일반,삼성페이
최지훈,20,윙카,구매안함,나초,제로콜라,일반,삼성페이
김수빈,20,윙카,치즈,구매안함,아메리카노,일반,삼성페이
윤지훈,20,위시,구매안함,구매안함,물,일반,삼성페이
장옥자,30,위시,치즈,구매안함,제로콜라,조조,카카오페이
김상호,40,시민덕희,어니언,구매안함,환타,일반,카카오페이
김주원,30,윙카,구매안함,구매안함,콜라,일반,삼성페이
신현우,20,윙카,구매안함,나초,물,조조,신용카드
김준호,20,위시,어니언,구매안함,제로콜라,조조,삼성페이
박지아,20,윙카,치즈,구매안함,콜라,일반,삼성페이
남미영,60,도그맨,어니언,나초,구매안함,일반,체크카드
박도윤,30,윙카,구매안함,구매안함,환타,일반,신용카드
김성현,30,시민덕희,구매안함,구매안함,콜라,일반,삼성페이
정영자,20,윙카,구매안함,구매안함,아메리카노,일반,삼성페이
김승현,60,윙카,구매안함,나초,물,일반,신용카드
이민석,40,윙카,치즈,구매안함,스프라이트,일반,삼성페이
이민재,50,도그맨,어니언,오징어,구매안함,조조,삼성페이
우정훈,40,외계인,구매안함,구매안함,환타,일반,신용카드
신영철,30,시민덕희,치즈,구매안함,콜라,일반,신용카드
김은경,50,너의 이름은,일반,구매안함,물,일반,삼성페이
이하은,40,도그맨,구매안함,구매안함,콜라,일반,삼성페이
심미숙,20,윙카,구매안함,오징어,콜라,일반,삼성페이
윤순자,30,윙카,구매안함,구매안함,구매안함,일반,삼성페이
송지영,30,윙카,어니언,구매안함,환타,일반,카카오페이
이성수,20,위시,카라멜,구매안함,아메리카노,일반,삼성페이
노숙자,30,시민덕희,일반,나초,제로콜라,일반,삼성페이
이서영,40,너의 이름은,일반,구매안함,물,심야,삼성페이
강우진,20,외계인,어니언,구매안함,콜라,일반,삼성페이
김지연,30,위시,치즈,구매안함,구매안함,심야,삼성페이
성정웅,20,위시,어니언,구매안함,아메리카노,일반,삼성페이
김영진,20,위시,구매안함,나초,콜라,일반,삼성페이
김지훈,20,위시,치즈,구매안함,아메리카노,일반,신용카드
강수빈,40,윙카,카라멜,구매안함,구매안함,일반,신용카드
이광수,40,시민덕희,구매안함,나초,스프라이트,일반,신용카드
김건우,20,도그맨,일반,구매안함,제로콜라,일반,삼성페이
이미정,30,도그맨,카라멜,구매안함,환타,심야,신용카드
김지민,30,윙카,구매안함,구매안함,물,일반,삼성페이
김춘자,30,윙카,일반,나초,제로콜라,일반,삼성페이
김유진,40,시민덕희,카라멜,구매안함,제로콜라,일반,삼성페이
문성진,20,외계인,구매안함,구매안함,아메리카노,일반,삼성페이
이상철,20,윙카,카라멜,나초,콜라,일반,삼성페이
이하은,20,시민덕희,어니언,핫도그,에이드,일반,신용카드
김채원,40,너의 이름은,구매안함,구매안함,스프라이트,조조,삼성페이
김정웅,40,시민덕희,구매안함,핫도그,콜라,일반,체크카드
백정훈,40,시민덕희,어니언,구매안함,에이드,조조,삼성페이
이민서,30,윙카,구매안함,나초,아메리카노,일반,체크카드
김민지,30,시민덕희,일반,핫도그,환타,일반,카카오페이
김선영,20,위시,카라멜,구매안함,에이드,조조,현금
박영순,40,윙카,치즈,구매안함,콜라,일반,현금
양성호,20,윙카,구매안함,구매안함,에이드,일반,신용카드
이승현,30,윙카,카라멜,나초,환타,일반,신용카드
최서영,60,윙카,치즈,구매안함,구매안함,일반,신용카드
이주원,30,윙카,구매안함,구매안함,구매안함,일반,체크카드
이정순,30,외계인,구매안함,나초,구매안함,일반,삼성페이
김성현,20,외계인,구매안함,구매안함,물,일반,카카오페이
이민석,50,시민덕희,구매안함,구매안함,콜라,심야,삼성페이
허영숙,50,위시,치즈,구매안함,구매안함,심야,삼성페이
이도윤,20,너의 이름은,일반,맛밤,물,일반,카카오페이
윤민재,40,윙카,어니언,구매안함,스프라이트,일반,체크카드
손예준,20,외계인,구매안함,구매안함,스프라이트,일반,삼성페이
김정훈,20,윙카,구매안함,오징어,물,조조,삼성페이
김현우,20,윙카,일반,구매안함,아메리카노,일반,삼성페이
류우진,30,시민덕희,구매안함,핫도그,환타,일반,삼성페이
김서윤,20,윙카,구매안함,구매안함,콜라,일반,삼성페이
문유진,30,너의 이름은,일반,오징어,콜라,일반,삼성페이
김경수,50,외계인,구매안함,구매안함,콜라,일반,신용카드
안수민,20,너의 이름은,카라멜,구매안함,아메리카노,조조,신용카드
송현지,60,시민덕희,구매안함,구매안함,스프라이트,일반,삼성페이
고숙자,40,시민덕희,구매안함,오징어,물,일반,현금
김예진,30,윙카,구매안함,나초,에이드,조조,삼성페이
김영철,30,시민덕희,구매안함,나초,환타,조조,삼성페이
이지우,30,시민덕희,구매안함,구매안함,아메리카노,조조,삼성페이
최우진,30,시민덕희,일반,핫도그,물,일반,삼성페이
이동현,60,외계인,구매안함,구매안함,제로콜라,일반,삼성페이
황주원,30,도그맨,어니언,구매안함,아메리카노,일반,삼성페이
홍도현,20,윙카,카라멜,나초,환타,일반,삼성페이
이주원,40,위시,구매안함,구매안함,스프라이트,일반,삼성페이
최성훈,20,시민덕희,구매안함,구매안함,제로콜라,일반,체크카드
박옥순,30,윙카,일반,구매안함,물,일반,체크카드
김경희,20,위시,구매안함,핫도그,구매안함,조조,삼성페이
김선영,20,윙카,어니언,나초,콜라,일반,카카오페이
이준호,30,위시,구매안함,구매안함,콜라,일반,신용카드
김서현,50,윙카,일반,구매안함,환타,심야,삼성페이
최은서,30,시민덕희,구매안함,구매안함,물,심야,삼성페이
성하은,30,외계인,일반,나초,스프라이트,일반,삼성페이
김은주,50,도그맨,카라멜,핫도그,물,일반,삼성페이
서지은,20,윙카,구매안함,구매안함,물,일반,삼성페이
김지혜,30,외계인,어니언,구매안함,아메리카노,일반,삼성페이
서유진,20,윙카,구매안함,구매안함,콜라,일반,신용카드
김지혜,50,윙카,일반,구매안함,구매안함,일반,카카오페이
오건우,40,윙카,치즈,구매안함,물,일반,삼성페이
이은정,40,외계인,치즈,구매안함,콜라,일반,삼성페이
권동현,60,도그맨,구매안함,맛밤,물,일반,체크카드
최예진,30,시민덕희,구매안함,나초,구매안함,조조,삼성페이
김보람,20,윙카,어니언,나초,환타,조조,신용카드
이정훈,20,시민덕희,구매안함,나초,콜라,조조,신용카드
안하윤,60,외계인,구매안함,핫도그,물,일반,신용카드
홍정순,30,외계인,구매안함,핫도그,제로콜라,일반,현금
김진우,40,시민덕희,일반,구매안함,에이드,일반,삼성페이
최정호,40,윙카,일반,오징어,구매안함,심야,삼성페이
장아름,20,윙카,치즈,구매안함,제로콜라,일반,신용카드
홍정순,30,도그맨,카라멜,구매안함,제로콜라,조조,삼성페이
김서영,40,외계인,일반,나초,물,일반,삼성페이
홍은주,40,너의 이름은,어니언,구매안함,스프라이트,일반,신용카드
김현지,30,윙카,구매안함,맛밤,구매안함,일반,삼성페이
김정순,30,너의 이름은,어니언,구매안함,스프라이트,일반,신용카드
김승현,50,너의 이름은,카라멜,구매안함,구매안함,일반,신용카드
안정순,40,윙카,일반,나초,아메리카노,일반,삼성페이
홍서현,20,윙카,어니언,맛밤,물,일반,카카오페이
이하윤,30,윙카,어니언,오징어,물,일반,삼성페이
이주원,20,윙카,구매안함,구매안함,에이드,조조,삼성페이
강춘자,50,시민덕희,구매안함,구매안함,환타,일반,삼성페이
전도현,30,외계인,구매안함,핫도그,아메리카노,일반,신용카드
구현우,50,위시,구매안함,구매안함,물,일반,신용카드
김지아,30,위시,구매안함,구매안함,물,심야,삼성페이
박지현,30,시민덕희,일반,핫도그,물,일반,체크카드
윤미숙,20,윙카,구매안함,구매안함,구매안함,일반,신용카드
이지원,30,외계인,구매안함,구매안함,물,일반,삼성페이
서민서,20,도그맨,일반,나초,콜라,일반,카카오페이
이정남,40,윙카,구매안함,구매안함,에이드,일반,삼성페이
김지연,20,윙카,카라멜,구매안함,콜라,심야,신용카드
최병철,30,윙카,치즈,나초,에이드,일반,체크카드
최영호,20,윙카,구매안함,맛밤,구매안함,심야,신용카드
성영순,30,도그맨,일반,구매안함,아메리카노,일반,신용카드
지영수,40,외계인,어니언,나초,물,일반,신용카드
김준혁,30,시민덕희,일반,나초,스프라이트,일반,신용카드
최춘자,20,윙카,어니언,구매안함,환타,일반,카카오페이
김예준,50,윙카,카라멜,나초,제로콜라,심야,체크카드
이현준,50,윙카,구매안함,핫도그,콜라,일반,신용카드
김미정,20,너의 이름은,어니언,맛밤,구매안함,일반,신용카드
신병철,30,도그맨,구매안함,나초,물,일반,신용카드
서혜진,20,시민덕희,구매안함,구매안함,구매안함,일반,신용카드
최민준,50,도그맨,일반,구매안함,아메리카노,조조,신용카드
엄서현,20,도그맨,구매안함,나초,콜라,심야,삼성페이
김도윤,40,시민덕희,일반,맛밤,구매안함,조조,삼성페이
조지후,30,외계인,구매안함,오징어,구매안함,일반,신용카드
이경수,40,윙카,구매안함,구매안함,콜라,일반,신용카드
황예지,50,윙카,카라멜,구매안함,콜라,조조,삼성페이
배지민,30,도그맨,어니언,구매안함,콜라,일반,삼성페이
박미정,30,너의 이름은,어니언,맛밤,물,일반,삼성페이
이민서,20,너의 이름은,치즈,구매안함,물,일반,삼성페이
홍현지,20,윙카,구매안함,구매안함,아메리카노,일반,신용카드
김수진,20,시민덕희,구매안함,구매안함,제로콜라,일반,삼성페이
손지연,60,위시,어니언,구매안함,콜라,심야,삼성페이
강재현,20,윙카,어니언,구매안함,물,일반,신용카드
김성호,40,외계인,구매안함,구매안함,제로콜라,일반,카카오페이
강예은,60,위시,구매안함,오징어,물,조조,신용카드
김유진,20,외계인,치즈,나초,콜라,일반,삼성페이
서민재,20,시민덕희,일반,구매안함,제로콜라,일반,삼성페이
문유진,20,윙카,어니언,구매안함,콜라,조조,신용카드
이상현,20,윙카,구매안함,구매안함,환타,심야,삼성페이
김민재,20,윙카,일반,구매안함,물,조조,삼성페이
배지민,40,위시,어니언,구매안함,환타,조조,삼성페이
이지혜,50,시민덕희,일반,나초,에이드,일반,삼성페이
김건우,30,윙카,어니언,나초,구매안함,일반,체크카드
신성훈,30,도그맨,구매안함,나초,물,일반,삼성페이
노예준,60,시민덕희,카라멜,오징어,구매안함,일반,삼성페이
김예진,60,위시,구매안함,오징어,스프라이트,일반,삼성페이
김건우,40,위시,치즈,나초,콜라,일반,삼성페이
김지훈,20,시민덕희,구매안함,구매안함,물,일반,삼성페이
강정수,20,시민덕희,구매안함,맛밤,물,조조,삼성페이
김영수,30,윙카,구매안함,구매안함,제로콜라,조조,신용카드
이미정,40,외계인,구매안함,구매안함,아메리카노,조조,삼성페이
이민준,20,윙카,치즈,구매안함,환타,일반,체크카드
김영순,30,도그맨,구매안함,핫도그,에이드,일반,신용카드
장현우,30,윙카,구매안함,구매안함,물,조조,신용카드
최경숙,20,외계인,구매안함,구매안함,제로콜라,심야,신용카드
이건우,20,윙카,어니언,나초,환타,조조,삼성페이
윤경희,40,도그맨,구매안함,나초,아메리카노,일반,삼성페이
문정웅,20,위시,치즈,구매안함,제로콜라,일반,삼성페이
심준영,20,너의 이름은,어니언,구매안함,환타,심야,삼성페이
이종수,30,윙카,치즈,구매안함,환타,일반,삼성페이
박준서,20,외계인,구매안함,구매안함,아메리카노,심야,삼성페이
김수민,50,위시,일반,구매안함,아메리카노,일반,신용카드
백영일,50,윙카,일반,구매안함,물,일반,삼성페이
한미영,40,윙카,일반,나초,제로콜라,조조,삼성페이
심현우,40,시민덕희,구매안함,구매안함,환타,일반,삼성페이
장예지,50,시민덕희,어니언,맛밤,제로콜라,일반,신용카드
고지연,20,도그맨,치즈,구매안함,물,일반,삼성페이
이영식,20,위시,카라멜,나초,에이드,조조,신용카드
김서준,20,시민덕희,구매안함,구매안함,에이드,일반,삼성페이
배경자,50,윙카,구매안함,구매안함,콜라,일반,삼성페이
손준혁,30,외계인,구매안함,구매안함,제로콜라,일반,체크카드
한은영,40,시민덕희,구매안함,구매안함,콜라,심야,삼성페이
하현우,30,윙카,일반,맛밤,환타,일반,체크카드
김지현,20,시민덕희,일반,구매안함,환타,심야,삼성페이
황미숙,20,시민덕희,구매안함,구매안함,제로콜라,조조,신용카드
김순자,20,윙카,구매안함,나초,물,일반,현금
김성민,20,윙카,일반,구매안함,아메리카노,조조,삼성페이
임지현,20,도그맨,구매안함,구매안함,콜라,일반,신용카드
이지훈,50,너의 이름은,구매안함,핫도그,스프라이트,일반,삼성페이
최준서,30,도그맨,치즈,구매안함,제로콜라,일반,삼성페이
강광수,50,시민덕희,구매안함,구매안함,콜라,조조,현금
홍지은,40,위시,구매안함,핫도그,스프라이트,조조,삼성페이
윤현정,30,윙카,구매안함,구매안함,콜라,일반,신용카드
이성훈,40,위시,카라멜,나초,구매안함,일반,삼성페이
박준서,30,윙카,일반,구매안함,구매안함,일반,삼성페이
한재호,20,시민덕희,구매안함,나초,콜라,심야,체크카드
김민서,50,외계인,카라멜,구매안함,제로콜라,조조,신용카드
김승민,50,너의 이름은,구매안함,구매안함,스프라이트,조조,삼성페이
김준혁,40,외계인,일반,구매안함,에이드,일반,삼성페이
김성진,30,위시,일반,핫도그,콜라,조조,삼성페이
서성현,30,윙카,일반,구매안함,에이드,일반,카카오페이
최동현,20,윙카,치즈,구매안함,에이드,일반,삼성페이
최영식,20,위시,구매안함,나초,에이드,일반,삼성페이
김지연,50,윙카,일반,구매안함,물,조조,삼성페이
손도윤,30,도그맨,구매안함,구매안함,콜라,심야,삼성페이
한성진,20,시민덕희,구매안함,구매안함,스프라이트,조조,삼성페이
김민재,20,시민덕희,카라멜,구매안함,아메리카노,일반,삼성페이
백정식,20,너의 이름은,어니언,구매안함,제로콜라,심야,신용카드
신서준,20,윙카,어니언,구매안함,제로콜라,일반,현금
송아름,20,시민덕희,구매안함,구매안함,환타,일반,카카오페이
이영수,40,윙카,일반,나초,제로콜라,심야,삼성페이
배정웅,20,도그맨,어니언,나초,물,일반,삼성페이
이중수,20,윙카,치즈,나초,구매안함,일반,삼성페이
윤우진,30,시민덕희,치즈,나초,콜라,조조,삼성페이
김영진,20,시민덕희,일반,구매안함,제로콜라,조조,신용카드
